0.00474,5.5e-05,0.0007197510419,0.000384678,0.0001795,9.975e-05,0.00030925
0.004743,5.5e-05,0.000591313403481,0.000343692,0.000198,0.000108,0.00031025
0.004947,6.5e-05,0.000546998686594,0.000312192,0.000199,0.000162,0.000222
0.004847,7.1e-05,0.000799944129237,0.00044829,0.000203,0.00015375,0.000352
0.004986,6.1e-05,0.000825970786106,0.00046585,0.000213,0.000179,0.000383
0.00418,5.7e-05,0.000610552032086,0.000388046,0.000229,0.00012475,0.00032325
0.00479,5.5e-05,0.000705999570751,0.00036681,0.0001385,0.0001,0.000278
0.004835,5.5e-05,0.00065411144578,0.00029125,0.000112,9.075e-05,0.00022575
0.004804,5.6e-05,0.000840010357517,0.000471208,0.000204,0.000135,0.00037575
0.004972,5.5e-05,0.00076694290806,0.000444576,0.000199,0.00012475,0.000405
0.004744,5.6e-05,0.000658593839251,0.00034517,0.000185,0.000106,0.00029425
0.004937,5.5e-05,0.000652634839631,0.00033019,0.000124,9.4e-05,0.000276
0.004936,5.5e-05,0.000701899462234,0.000360446,0.0001395,9.875e-05,0.0003035
0.004865,5.5e-05,0.000818732200659,0.000463402,0.000231,0.000116,0.00031825
0.005,6.1e-05,0.000884506720915,0.000567284,0.000281,0.000197,0.0004005
0.004741,5.8e-05,0.000778713257303,0.00048577,0.0002065,0.00014175,0.000397
0.004954,5.5e-05,0.000739747998886,0.000342512,0.0001715,0.000103,0.00021625
0.004989,5.5e-05,0.000771614283774,0.000354226,0.000118,9.6e-05,0.000243
0.004524,6.5e-05,0.000660368496026,0.000405884,0.0002285,0.000119,0.0003185
0.004766,6.4e-05,0.0008340212108,0.000542544,0.000275,0.000186,0.00043025
0.004711,6.9e-05,0.000728842264908,0.000447622,0.000262,0.00015175,0.00033325
0.00496,6.7e-05,0.000696766351366,0.000398402,0.000222,0.000138,0.00031
0.004729,6.3e-05,0.000864463093993,0.000521818,0.0002665,0.000182,0.00035925
0.004939,6e-05,0.000657521909874,0.000357994,0.000191,0.000116,0.0002695
0.004341,5.9e-05,0.000479760922173,0.000259334,0.0001475,0.000106,0.000215
0.004866,5.8e-05,0.000660397400673,0.000327928,0.0001605,0.000107,0.00022
0.004917,5.6e-05,0.000389079700108,0.000247342,0.000186,0.000112,0.000218
0.004867,5.6e-05,0.000586866739681,0.000279184,0.000169,0.000106,0.00021
0.004697,5.1e-05,0.000773324702681,0.000407168,0.000179,0.000108,0.000296
0.00486,6e-05,0.000393296056115,0.000247338,0.000151,0.00011,0.000216
0.004998,5.4e-05,0.00103844903756,0.00065258,0.000264,0.00012,0.00047825
0.004976,5.6e-05,0.00112207814868,0.000760162,0.0003165,0.00019575,0.00053175
0.004956,6e-05,0.000789921745238,0.00047442,0.000245,0.000115,0.00039125
0.004988,6.7e-05,0.00050882729821,0.000319686,0.000198,0.000107,0.00030225
0.004994,5.7e-05,0.000904493242871,0.00062296,0.0003025,0.000205,0.00052325
0.004937,5.6e-05,0.00117324189809,0.000985976,0.000433,0.00028075,0.0013405
0.004988,5e-05,0.00107009930282,0.00079029,0.0003715,0.0002615,0.000619
0.004958,5.8e-05,0.00117321082658,0.00093658,0.000395,0.000267,0.00108575
